accession	accession_version	database	sra_accessions	strain	region	location	date	date_released	date_updated	length	host	is_lab_host	sample_type	biosample_accessions	full_authors	institution	submitter_country	country	division	authors
PQ630077	PQ630077.1	GenBank		UKN18_OC43_38	Europe		2018-01-18	2024-12-11	2024-12-11	30147	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630078	PQ630078.1	GenBank		UKN18_OC43_37	Europe		2018-01-17	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630079	PQ630079.1	GenBank		UKN18_OC43_36	Europe		2018-01-17	2024-12-11	2024-12-11	30138	Homo sapiens		oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630080	PQ630080.1	GenBank		UKN18_OC43_35	Europe		2018-01-16	2024-12-11	2024-12-11	30148	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630081	PQ630081.1	GenBank		UKN18_OC43_34	Europe		2018-01-16	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630082	PQ630082.1	GenBank		UKN18_OC43_33	Europe		2018-01-16	2024-12-11	2024-12-11	30129	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630083	PQ630083.1	GenBank		UKN18_OC43_32	Europe		2018-01-15	2024-12-11	2024-12-11	30141	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630084	PQ630084.1	GenBank		UKN18_OC43_31	Europe		2018-01-15	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630085	PQ630085.1	GenBank		UKN18_OC43_30	Europe		2018-01-15	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630086	PQ630086.1	GenBank		UKN18_OC43_29	Europe		2018-01-15	2024-12-11	2024-12-11	30141	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630087	PQ630087.1	GenBank		UKN18_OC43_28	Europe		2018-01-13	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630088	PQ630088.1	GenBank		UKN18_OC43_27	Europe		2018-01-13	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630089	PQ630089.1	GenBank		UKN18_OC43_26	Europe		2018-12-01	2024-12-11	2024-12-11	30147	Homo sapiens		oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630090	PQ630090.1	GenBank		UKN18_OC43_25	Europe		2018-12-01	2024-12-11	2024-12-11	30147	Homo sapiens		oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630091	PQ630091.1	GenBank		UKN18_OC43_24	Europe		2018-10-01	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630092	PQ630092.1	GenBank		UKN18_OC43_23	Europe		2018-11-01	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630093	PQ630093.1	GenBank		UKN18_OC43_22	Europe		2018-10-01	2024-12-11	2024-12-11	30132	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630094	PQ630094.1	GenBank		UKN18_OC43_21	Europe		2018-11-01	2024-12-11	2024-12-11	30148	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630095	PQ630095.1	GenBank		UKN18_OC43_20	Europe		2018-11-01	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630096	PQ630096.1	GenBank		UKN18_OC43_19	Europe		2018-10-01	2024-12-11	2024-12-11	30147	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630097	PQ630097.1	GenBank		UKN18_OC43_18	Europe		2018-10-01	2024-12-11	2024-12-11	30138	Homo sapiens		swab		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630098	PQ630098.1	GenBank		UKN18_OC43_17	Europe		2018-10-01	2024-12-11	2024-12-11	30124	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630099	PQ630099.1	GenBank		UKN18_OC43_16	Europe		2018-08-01	2024-12-11	2024-12-11	30147	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630100	PQ630100.1	GenBank		UKN18_OC43_15	Europe		2018-08-01	2024-12-11	2024-12-11	30105	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630101	PQ630101.1	GenBank		UKN18_OC43_14	Europe		2018-08-01	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630102	PQ630102.1	GenBank		UKN18_OC43_13	Europe		2018-05-01	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630103	PQ630103.1	GenBank		UKN18_OC43_12	Europe		2018-05-01	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630104	PQ630104.1	GenBank		UKN18_OC43_11	Europe		2018-04-01	2024-12-11	2024-12-11	30150	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630105	PQ630105.1	GenBank		UKN18_OC43_10	Europe		2018-04-01	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630106	PQ630106.1	GenBank		UKN18_OC43_9	Europe		2018-05-01	2024-12-11	2024-12-11	30147	Homo sapiens		oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630107	PQ630107.1	GenBank		UKN18_OC43_8	Europe		2018-04-01	2024-12-11	2024-12-11	30141	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630108	PQ630108.1	GenBank		UKN18_OC43_7	Europe		2018-04-01	2024-12-11	2024-12-11	28074	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630109	PQ630109.1	GenBank		UKN18_OC43_6	Europe		2018-03-01	2024-12-11	2024-12-11	30141	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630110	PQ630110.1	GenBank		UKN18_OC43_5	Europe		2018-02-01	2024-12-11	2024-12-11	30147	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630111	PQ630111.1	GenBank		UKN18_OC43_4	Europe		2018-02-01	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630112	PQ630112.1	GenBank		UKN18_OC43_3	Europe		2018-02-01	2024-12-11	2024-12-11	30150	Homo sapiens				McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630113	PQ630113.1	GenBank		UKN18_OC43_2	Europe		2018-02-01	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630114	PQ630114.1	GenBank		UKN18_OC43_1	Europe		2018-01-01	2024-12-11	2024-12-11	30147	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630115	PQ630115.1	GenBank		UKN17_OC43_57	Europe		2017-12-29	2024-12-11	2024-12-11	30147	Homo sapiens		oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630116	PQ630116.1	GenBank		UKN17_OC43_56	Europe		2017-12-29	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630117	PQ630117.1	GenBank		UKN17_OC43_55	Europe		2017-12-28	2024-12-11	2024-12-11	30147	Homo sapiens		oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630118	PQ630118.1	GenBank		UKN17_OC43_54	Europe		2017-12-24	2024-12-11	2024-12-11	30138	Homo sapiens		oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630119	PQ630119.1	GenBank		UKN17_OC43_53	Europe		2017-12-26	2024-12-11	2024-12-11	30147	Homo sapiens		oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630120	PQ630120.1	GenBank		UKN17_OC43_52	Europe		2017-12-17	2024-12-11	2024-12-11	30147	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630121	PQ630121.1	GenBank		UKN17_OC43_51	Europe		2017-12-17	2024-12-11	2024-12-11	30147	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630122	PQ630122.1	GenBank		UKN17_OC43_50	Europe		2017-02-12	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630123	PQ630123.1	GenBank		UKN17_OC43_49	Europe		2017-11-30	2024-12-11	2024-12-11	30141	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630124	PQ630124.1	GenBank		UKN17_OC43_48	Europe		2017-11-27	2024-12-11	2024-12-11	30138	Homo sapiens		swab		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630125	PQ630125.1	GenBank		UKN17_OC43_47	Europe		2017-11-25	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630126	PQ630126.1	GenBank		UKN17_OC43_46	Europe		2017-11-20	2024-12-11	2024-12-11	30147	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630127	PQ630127.1	GenBank		UKN17_OC43_45	Europe		2017-09-11	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630128	PQ630128.1	GenBank		UKN17_OC43_44	Europe		2017-09-18	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630129	PQ630129.1	GenBank		UKN17_OC43_43	Europe		2017-05-16	2024-12-11	2024-12-11	30138	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
PQ630130	PQ630130.1	GenBank		UKN17_OC43_42	Europe		2017-05-14	2024-12-11	2024-12-11	30123	Homo sapiens		swab, oronasopharynx		McClure,P.,Tsoleridis,T.,Holmes,N.,Hill,J.D.,Chappell,J.,Byaruhanga,T.,Duncan,J.,Tofan,M.,Khater,A.,Berry,L.,Clark,G.,Irving,W.L.,Tarr,A.W.,Ball,J.K.,Astbury,S.,Loose,M.	University of Nottingham, Wolfson Centre for Global Virus Research	United Kingdom	United Kingdom		McClure et al.
